Market Cap Rank,S.No.,Name,Ticker,Industry,YFinance Ticker,Screener URL,Market Cap As Of,Market Cap Source,Market Cap Cr
1615,1816,Patel Retail Limited,PATELRMART,,PATELRMART.NS,https://www.screener.in/company/PATELRMART/consolidated/,2026-09-23,Yahoo Finance,702.51
1616,1251,GeeCee Ventures Limited,GEECEE,,GEECEE.NS,https://www.screener.in/company/GEECEE/consolidated/,2026-07-16,Saved Screener.in FII scan,701.0
1617,1175,Emami Paper Mills Limited,EMAMIPAP,,EMAMIPAP.NS,https://www.screener.in/company/EMAMIPAP/consolidated/,2026-09-23,Yahoo Finance,699.37
1618,1612,Manba Finance Limited,MANBA,,MANBA.NS,https://www.screener.in/company/MANBA/consolidated/,2026-09-23,Yahoo Finance,699.28
1619,982,Bigbloc Construction Limited,BIGBLOC,,BIGBLOC.NS,https://www.screener.in/company/BIGBLOC/consolidated/,2026-07-16,Saved Screener.in FII scan,699.0
1620,2718,Sar Televenture Limited,SARTELE,,SARTELE.NS,https://www.screener.in/company/SARTELE/consolidated/,2026-07-16,Saved Screener.in FII scan,699.0
1621,1204,Fabtech Technologies Limited,FABTECH,,FABTECH.NS,https://www.screener.in/company/FABTECH/consolidated/,2026-07-16,Saved Screener.in FII scan,698.0
1622,2687,Megatherm Induction Limited,MEGATHERM,,MEGATHERM.NS,https://www.screener.in/company/MEGATHERM/consolidated/,2026-09-23,Yahoo Finance,695.69
1623,1540,Kronox Lab Sciences Limited,KRONOX,,KRONOX.NS,https://www.screener.in/company/KRONOX/consolidated/,2026-09-23,Yahoo Finance,695.29
1624,2319,Visaka Industries Limited,VISAKAIND,,VISAKAIND.NS,https://www.screener.in/company/VISAKAIND/consolidated/,2026-07-16,Saved Screener.in FII scan,690.0
1625,991,BEML Land Assets Limited,BLAL,,BLAL.NS,https://www.screener.in/company/BLAL/consolidated/,2026-09-23,Yahoo Finance,688.51
1626,2708,Accent Microcell Limited,ACCENTMIC,,ACCENTMIC.NS,https://www.screener.in/company/ACCENTMIC/consolidated/,2026-09-23,Yahoo Finance,688.24
1627,1314,GTPL Hathway Limited,GTPL,,GTPL.NS,https://www.screener.in/company/GTPL/consolidated/,2026-07-16,Saved Screener.in FII scan,686.0
1628,1059,Coffee Day Enterprises Limited,COFFEEDAY,,COFFEEDAY.NS,https://www.screener.in/company/COFFEEDAY/consolidated/,2026-07-16,Saved Screener.in FII scan,684.0
1629,2358,Xchanging Solutions Limited,XCHANGING,,XCHANGING.NS,https://www.screener.in/company/XCHANGING/consolidated/,2026-07-16,Saved Screener.in FII scan,683.0
1630,2009,Sheetal Cool Products Limited,SCPL,,SCPL.NS,https://www.screener.in/company/SCPL/consolidated/,2026-09-23,Yahoo Finance,682.5
1631,2117,Sreeleathers Limited,SREEL,,SREEL.NS,https://www.screener.in/company/SREEL/consolidated/,2026-09-23,Yahoo Finance,680.5
1632,1547,Ksolves India Limited,KSOLVES,,KSOLVES.NS,https://www.screener.in/company/KSOLVES/consolidated/,2026-07-16,Saved Screener.in FII scan,678.0
1633,1419,Innovana Thinklabs Limited,INNOVANA,,INNOVANA.NS,https://www.screener.in/company/INNOVANA/consolidated/,2026-07-16,Saved Screener.in FII scan,677.0
1634,2765,Vinsys IT Services India Limited,VINSYS,,VINSYS.NS,https://www.screener.in/company/VINSYS/consolidated/,2026-07-16,Saved Screener.in FII scan,676.0
1635,1574,Linc Limited,LINC,,LINC.NS,https://www.screener.in/company/LINC/consolidated/,2026-07-16,Saved Screener.in FII scan,675.0
1636,2370,Zim Laboratories Limited,ZIMLAB,,ZIMLAB.NS,https://www.screener.in/company/ZIMLAB/consolidated/,2026-07-16,Saved Screener.in FII scan,675.0
1637,1420,Innovision Limited,INNOVISION,,INNOVISION.NS,https://www.screener.in/company/INNOVISION/consolidated/,2026-07-16,Saved Screener.in FII scan,674.0
1638,1998,Satia Industries Limited,SATIA,,SATIA.NS,https://www.screener.in/company/SATIA/consolidated/,2026-09-23,Yahoo Finance,672.4
1639,2510,Chandan Healthcare Limited,CHANDAN,,CHANDAN.NS,https://www.screener.in/company/CHANDAN/consolidated/,2026-07-16,Saved Screener.in FII scan,672.0
1640,2788,Vasa Denticity Limited,DENTALKART,,DENTALKART.NS,https://www.screener.in/company/DENTALKART/consolidated/,2026-07-16,Saved Screener.in FII scan,667.0
1641,1238,Ganesh Consumer Products Limited,GANESHCP,,GANESHCP.NS,https://www.screener.in/company/GANESHCP/consolidated/,2026-09-23,Yahoo Finance,664.71
1642,2105,South West Pinnacle Exploration Limited,SOUTHWEST,,SOUTHWEST.NS,https://www.screener.in/company/SOUTHWEST/consolidated/,2026-07-16,Saved Screener.in FII scan,663.0
1643,1670,Modis Navnirman Limited,MODIS,,MODIS.NS,https://www.screener.in/company/MODIS/consolidated/,2026-07-16,Saved Screener.in FII scan,662.0
1644,1871,Prozone Realty Limited,PROZONER,,PROZONER.NS,https://www.screener.in/company/PROZONER/consolidated/,2026-07-16,Saved Screener.in FII scan,662.0
1645,1507,Kilitch Drugs (India) Limited,KILITCH,,KILITCH.NS,https://www.screener.in/company/KILITCH/consolidated/,2026-07-16,Saved Screener.in FII scan,661.0
1646,1564,Laxmi India Finance Limited,LAXMIINDIA,,LAXMIINDIA.NS,https://www.screener.in/company/LAXMIINDIA/consolidated/,2026-09-23,Yahoo Finance,660.78
1647,2478,Influx Healthtech Limited,INFLUX,,INFLUX.NS,https://www.screener.in/company/INFLUX/consolidated/,2026-07-16,Saved Screener.in FII scan,660.0
1648,2281,Vakrangee Limited,VAKRANGEE,,VAKRANGEE.NS,https://www.screener.in/company/VAKRANGEE/consolidated/,2026-07-16,Saved Screener.in FII scan,658.0
1649,1063,Commercial Syn Bags Limited,COMSYN,,COMSYN.NS,https://www.screener.in/company/COMSYN/consolidated/,2026-07-16,Saved Screener.in FII scan,654.0
1650,823,Asian Hotels (West) Limited,AHLWEST,,AHLWEST.NS,https://www.screener.in/company/AHLWEST/consolidated/,2026-07-16,Saved Screener.in FII scan,653.0
1651,1658,Mindteck (India) Limited,MINDTECK,,MINDTECK.NS,https://www.screener.in/company/MINDTECK/consolidated/,2026-07-16,Saved Screener.in FII scan,653.0
1652,1878,Popular Vehicles and Services Limited,PVSL,,PVSL.NS,https://www.screener.in/company/PVSL/consolidated/,2026-07-16,Saved Screener.in FII scan,652.0
1653,1849,Prakash Pipes Limited,PPL,,PPL.NS,https://www.screener.in/company/PPL/consolidated/,2026-09-23,Yahoo Finance,651.28
1654,1604,Mallcom (India) Limited,MALLCOM,,MALLCOM.NS,https://www.screener.in/company/MALLCOM/consolidated/,2026-07-16,Saved Screener.in FII scan,651.0
1655,2605,RNFI Services Limited,RNFI,,RNFI.NS,https://www.screener.in/company/RNFI/consolidated/,2026-07-16,Saved Screener.in FII scan,649.0
1656,1048,Cheviot Company Limited,CHEVIOT,,CHEVIOT.NS,https://www.screener.in/company/CHEVIOT/consolidated/,2026-07-16,Saved Screener.in FII scan,648.0
1657,1163,Euro India Fresh Foods Limited,EIFFL,,EIFFL.NS,https://www.screener.in/company/EIFFL/consolidated/,2026-09-23,Yahoo Finance,647.9
1658,1777,OnMobile Global Limited,ONMOBILE,,ONMOBILE.NS,https://www.screener.in/company/ONMOBILE/consolidated/,2026-07-16,Saved Screener.in FII scan,644.0
1659,2139,Subex Limited,SUBEXLTD,,SUBEXLTD.NS,https://www.screener.in/company/SUBEXLTD/consolidated/,2026-07-16,Saved Screener.in FII scan,643.0
1660,2236,Transindia Real Estate Limited,TREL,,TREL.NS,https://www.screener.in/company/TREL/consolidated/,2026-07-16,Saved Screener.in FII scan,640.0
1661,1135,DMCC SPECIALITY CHEMICALS LIMITED,DMCC,,DMCC.NS,https://www.screener.in/company/DMCC/consolidated/,2026-07-16,Saved Screener.in FII scan,639.0
1662,2369,ZF Steering Gear (India) Limited,ZFSTEERING,,ZFSTEERING.NS,https://www.screener.in/company/ZFSTEERING/consolidated/,2026-07-16,Saved Screener.in FII scan,638.0
1663,910,Allcargo Terminals Limited,ATL,,ATL.NS,https://www.screener.in/company/ATL/consolidated/,2026-07-16,Saved Screener.in FII scan,637.0
1664,1778,Onward Technologies Limited,ONWARDTEC,,ONWARDTEC.NS,https://www.screener.in/company/ONWARDTEC/consolidated/,2026-07-16,Saved Screener.in FII scan,637.0
1665,1098,DCM Shriram International Limited,DCMSIL,,DCMSIL.NS,https://www.screener.in/company/DCMSIL/consolidated/,2026-07-16,Saved Screener.in FII scan,636.0
1666,2000,Saurashtra Cement Limited,SAURASHCEM,,SAURASHCEM.NS,https://www.screener.in/company/SAURASHCEM/consolidated/,2026-07-16,Saved Screener.in FII scan,635.0
1667,1367,Hindustan Media Ventures Limited,HMVL,,HMVL.NS,https://www.screener.in/company/HMVL/consolidated/,2026-07-16,Saved Screener.in FII scan,633.0
1668,1855,Praveg Limited,PRAVEG,,PRAVEG.NS,https://www.screener.in/company/PRAVEG/consolidated/,2026-07-16,Saved Screener.in FII scan,627.0
1669,2109,Speciality Restaurants Limited,SPECIALITY,,SPECIALITY.NS,https://www.screener.in/company/SPECIALITY/consolidated/,2026-07-16,Saved Screener.in FII scan,627.0
1670,1640,Mcleod Russel India Limited,MCLEODRUSS,,MCLEODRUSS.NS,https://www.screener.in/company/MCLEODRUSS/consolidated/,2026-07-16,Saved Screener.in FII scan,626.0
1671,2165,Sutlej Textiles and Industries Limited,SUTLEJTEX,,SUTLEJTEX.NS,https://www.screener.in/company/SUTLEJTEX/consolidated/,2026-07-16,Saved Screener.in FII scan,624.0
1672,2702,Supreme Power Equipment Limited,SUPREMEPWR,,SUPREMEPWR.NS,https://www.screener.in/company/SUPREMEPWR/consolidated/,2026-07-16,Saved Screener.in FII scan,619.0
1673,986,Birla Cable Limited,BIRLACABLE,,BIRLACABLE.NS,https://www.screener.in/company/BIRLACABLE/consolidated/,2026-07-16,Saved Screener.in FII scan,616.0
1674,1277,Glottis Limited,GLOTTIS,,GLOTTIS.NS,https://www.screener.in/company/GLOTTIS/consolidated/,2026-07-16,Saved Screener.in FII scan,615.0
1675,1707,Nahar Poly Films Limited,NAHARPOLY,,NAHARPOLY.NS,https://www.screener.in/company/NAHARPOLY/consolidated/,2026-07-16,Saved Screener.in FII scan,615.0
1676,1448,Jayant Agro Organics Limited,JAYAGROGN,,JAYAGROGN.NS,https://www.screener.in/company/JAYAGROGN/consolidated/,2026-07-16,Saved Screener.in FII scan,614.0
1677,2057,Shree Rama Multi-Tech Limited,SHREERAMA,,SHREERAMA.NS,https://www.screener.in/company/SHREERAMA/consolidated/,2026-09-23,Yahoo Finance,611.15
1678,1327,Haldyn Glass Limited,HALDYNGL,,HALDYNGL.NS,https://www.screener.in/company/HALDYNGL/consolidated/,2026-07-16,Saved Screener.in FII scan,607.0
1679,1354,Hindustan Composites Limited,HINDCOMPOS,,HINDCOMPOS.NS,https://www.screener.in/company/HINDCOMPOS/consolidated/,2026-07-16,Saved Screener.in FII scan,606.0
1680,872,Aptech Limited,APTECHT,,APTECHT.NS,https://www.screener.in/company/APTECHT/consolidated/,2026-07-16,Saved Screener.in FII scan,603.0
1681,2095,Softtech Engineers Limited,SOFTTECH,,SOFTTECH.NS,https://www.screener.in/company/SOFTTECH/consolidated/,2026-07-16,Saved Screener.in FII scan,603.0
1682,2318,VISA Chrome Limited,VISACHROME,,VISACHROME.NS,https://www.screener.in/company/VISACHROME/consolidated/,2026-07-16,Saved Screener.in FII scan,603.0
1683,1044,Chembond Chemicals Limited,CHEMBONDCH,,CHEMBONDCH.NS,https://www.screener.in/company/CHEMBONDCH/consolidated/,2026-07-16,Saved Screener.in FII scan,600.0
1684,1226,Focus Lighting and Fixtures Limited,FOCUS,,FOCUS.NS,https://www.screener.in/company/FOCUS/consolidated/,2026-07-16,Saved Screener.in FII scan,600.0
1685,2694,Australian Premium Solar (India) Limited,APS,,APS.NS,https://www.screener.in/company/APS/consolidated/,2026-07-16,Saved Screener.in FII scan,599.0
1686,1779,Orbit Exports Limited,ORBTEXP,,ORBTEXP.NS,https://www.screener.in/company/ORBTEXP/consolidated/,2026-07-16,Saved Screener.in FII scan,596.0
1687,2619,Petro Carbon and Chemicals Limited,PCCL,,PCCL.NS,https://www.screener.in/company/PCCL/consolidated/,2026-07-16,Saved Screener.in FII scan,593.0
1688,1865,Primo Chemicals Limited,PRIMO,,PRIMO.NS,https://www.screener.in/company/PRIMO/consolidated/,2026-07-16,Saved Screener.in FII scan,591.0
1689,1485,Kanoria Chemicals & Industries Limited,KANORICHEM,,KANORICHEM.NS,https://www.screener.in/company/KANORICHEM/consolidated/,2026-07-16,Saved Screener.in FII scan,590.0
1690,2094,Snowman Logistics Limited,SNOWMAN,,SNOWMAN.NS,https://www.screener.in/company/SNOWMAN/consolidated/,2026-09-23,Yahoo Finance,588.25
1691,2588,Sunlite Recycling Industries Limited,SUNLITE,,SUNLITE.NS,https://www.screener.in/company/SUNLITE/consolidated/,2026-07-16,Saved Screener.in FII scan,588.0
1692,1879,Pyramid Technoplast Limited,PYRAMID,,PYRAMID.NS,https://www.screener.in/company/PYRAMID/consolidated/,2026-09-23,Yahoo Finance,587.61
1693,1668,Modi Naturals Limited,MODINATUR,,MODINATUR.NS,https://www.screener.in/company/MODINATUR/consolidated/,2026-07-16,Saved Screener.in FII scan,586.0
1694,1796,Oswal Greentech Limited,OSWALGREEN,,OSWALGREEN.NS,https://www.screener.in/company/OSWALGREEN/consolidated/,2026-07-16,Saved Screener.in FII scan,584.0
1695,2290,Veljan Denison Limited,VELJAN,,VELJAN.NS,https://www.screener.in/company/VELJAN/consolidated/,2026-07-16,Saved Screener.in FII scan,583.0
1696,990,Black Rose Inds. Limited,BLACKROSE,,BLACKROSE.NS,https://www.screener.in/company/BLACKROSE/consolidated/,2026-07-16,Saved Screener.in FII scan,581.0
1697,1760,Nupur Recyclers Limited,NRL,,NRL.NS,https://www.screener.in/company/NRL/consolidated/,2026-07-16,Saved Screener.in FII scan,577.0
1698,2045,Sharat Industries Limited,SHINDL,,SHINDL.NS,https://www.screener.in/company/SHINDL/consolidated/,2026-07-16,Saved Screener.in FII scan,573.0
1699,2001,Sayaji Hotels Limited,SAYAJIHOTL,,SAYAJIHOTL.NS,https://www.screener.in/company/SAYAJIHOTL/consolidated/,2026-07-16,Saved Screener.in FII scan,568.0
1700,2640,ABS Marine Services Limited,ABSMARINE,,ABSMARINE.NS,https://www.screener.in/company/ABSMARINE/consolidated/,2026-07-16,Saved Screener.in FII scan,567.0
1701,1131,Dish TV India Limited,DISHTV,,DISHTV.NS,https://www.screener.in/company/DISHTV/consolidated/,2026-07-16,Saved Screener.in FII scan,567.0
1702,2543,Freshara Agro Exports Limited,FRESHARA,,FRESHARA.NS,https://www.screener.in/company/FRESHARA/consolidated/,2026-07-16,Saved Screener.in FII scan,564.0
1703,2230,TPL Plastech Limited,TPLPLASTEH,,TPLPLASTEH.NS,https://www.screener.in/company/TPLPLASTEH/consolidated/,2026-07-16,Saved Screener.in FII scan,562.0
1704,1691,Credo Brands Marketing Limited,MUFTI,,MUFTI.NS,https://www.screener.in/company/MUFTI/consolidated/,2026-07-16,Saved Screener.in FII scan,560.0
1705,1875,PTL Enterprises Limited,PTL,,PTL.NS,https://www.screener.in/company/PTL/consolidated/,2026-07-16,Saved Screener.in FII scan,560.0
1706,1716,N. B. I. Industrial Finance Company Limited,NBIFIN,,NBIFIN.NS,https://www.screener.in/company/NBIFIN/consolidated/,2026-07-16,Saved Screener.in FII scan,557.0
1707,1795,Oswal Agro Mills Limited,OSWALAGRO,,OSWALAGRO.NS,https://www.screener.in/company/OSWALAGRO/consolidated/,2026-07-16,Saved Screener.in FII scan,557.0
1708,967,Best Agrolife Limited,BESTAGRO,,BESTAGRO.NS,https://www.screener.in/company/BESTAGRO/consolidated/,2026-07-16,Saved Screener.in FII scan,553.0
1709,2787,Proventus Agrocom Limited,PROV,,PROV.NS,https://www.screener.in/company/PROV/consolidated/,2026-07-16,Saved Screener.in FII scan,553.0
1710,1430,IRIS RegTech Solutions Limited,IRIS,,IRIS.NS,https://www.screener.in/company/IRIS/consolidated/,2026-07-16,Saved Screener.in FII scan,549.0
1711,2232,Transpek Industry Limited,TRANSPEK,,TRANSPEK.NS,https://www.screener.in/company/TRANSPEK/consolidated/,2026-07-16,Saved Screener.in FII scan,547.0
1712,2141,Sukhjit Starch & Chemicals Limited,SUKHJITS,,SUKHJITS.NS,https://www.screener.in/company/SUKHJITS/consolidated/,2026-07-16,Saved Screener.in FII scan,546.0
1713,1046,Chemfab Alkalis Limited,CHEMFAB,,CHEMFAB.NS,https://www.screener.in/company/CHEMFAB/consolidated/,2026-07-16,Saved Screener.in FII scan,545.0
1714,2050,Shiv Aum Steels Limited,SHIVAUM,,SHIVAUM.NS,https://www.screener.in/company/SHIVAUM/consolidated/,2026-07-16,Saved Screener.in FII scan,544.0
1715,1361,Hitech Corporation Limited,HITECHCORP,,HITECHCORP.NS,https://www.screener.in/company/HITECHCORP/consolidated/,2026-07-16,Saved Screener.in FII scan,539.0
1716,1917,Repro India Limited,REPRO,,REPRO.NS,https://www.screener.in/company/REPRO/consolidated/,2026-07-16,Saved Screener.in FII scan,536.0
1717,1696,Munjal Showa Limited,MUNJALSHOW,,MUNJALSHOW.NS,https://www.screener.in/company/MUNJALSHOW/consolidated/,2026-09-23,Yahoo Finance,533.69
1718,1653,Mangalam Global Enterprise Limited,MGEL,,MGEL.NS,https://www.screener.in/company/MGEL/consolidated/,2026-07-16,Saved Screener.in FII scan,533.0
1719,1510,Kiran Vyapar Limited,KIRANVYPAR,,KIRANVYPAR.NS,https://www.screener.in/company/KIRANVYPAR/consolidated/,2026-07-16,Saved Screener.in FII scan,532.0
1720,1270,Global Education Limited,GLOBAL,,GLOBAL.NS,https://www.screener.in/company/GLOBAL/consolidated/,2026-07-16,Saved Screener.in FII scan,529.0
1721,1480,Kamat Hotels (I) Limited,KAMATHOTEL,,KAMATHOTEL.NS,https://www.screener.in/company/KAMATHOTEL/consolidated/,2026-07-16,Saved Screener.in FII scan,528.0
1722,1519,KN Agri Resources Limited,KNAGRI,,KNAGRI.NS,https://www.screener.in/company/KNAGRI/consolidated/,2026-07-16,Saved Screener.in FII scan,525.0
1723,2366,Zee Media Corporation Limited,ZEEMEDIA,,ZEEMEDIA.NS,https://www.screener.in/company/ZEEMEDIA/consolidated/,2026-07-16,Saved Screener.in FII scan,524.0
1724,2208,The Investment Trust Of India Limited,THEINVEST,,THEINVEST.NS,https://www.screener.in/company/THEINVEST/consolidated/,2026-07-16,Saved Screener.in FII scan,523.0
1725,2006,S Chand And Company Limited,SCHAND,,SCHAND.NS,https://www.screener.in/company/SCHAND/consolidated/,2026-07-16,Saved Screener.in FII scan,521.0
1726,1737,Nila Spaces Limited,NILASPACES,,NILASPACES.NS,https://www.screener.in/company/NILASPACES/consolidated/,2026-07-16,Saved Screener.in FII scan,520.0
1727,2757,Basilic Fly Studio Limited,BASILIC,,BASILIC.NS,https://www.screener.in/company/BASILIC/consolidated/,2026-07-16,Saved Screener.in FII scan,518.0
1728,1121,Dhunseri Investments Limited,DHUNINV,,DHUNINV.NS,https://www.screener.in/company/DHUNINV/consolidated/,2026-07-16,Saved Screener.in FII scan,517.0
1729,1373,HT Media Limited,HTMEDIA,,HTMEDIA.NS,https://www.screener.in/company/HTMEDIA/consolidated/,2026-07-16,Saved Screener.in FII scan,517.0
1730,2908,Shree Tirupati Balajee FIBC Limited,TIRUPATI,,TIRUPATI.NS,https://www.screener.in/company/TIRUPATI/consolidated/,2026-07-16,Saved Screener.in FII scan,517.0
1731,1613,Mangal Credit and Fincorp Limited,MANCREDIT,,MANCREDIT.NS,https://www.screener.in/company/MANCREDIT/consolidated/,2026-07-16,Saved Screener.in FII scan,516.0
1732,1425,International Conveyors Limited,INTLCONV,,INTLCONV.NS,https://www.screener.in/company/INTLCONV/consolidated/,2026-07-16,Saved Screener.in FII scan,514.0
1733,1738,Nile Limited,NILE,,NILE.NS,https://www.screener.in/company/NILE/consolidated/,2026-07-16,Saved Screener.in FII scan,514.0
1734,2274,Urja Global Limited,URJA,,URJA.NS,https://www.screener.in/company/URJA/consolidated/,2026-07-16,Saved Screener.in FII scan,514.0
1735,931,Bafna Pharmaceuticals Limited,BAFNAPH,,BAFNAPH.NS,https://www.screener.in/company/BAFNAPH/consolidated/,2026-07-16,Saved Screener.in FII scan,513.0
1736,1364,HLV LIMITED,HLVLTD,,HLVLTD.NS,https://www.screener.in/company/HLVLTD/consolidated/,2026-07-16,Saved Screener.in FII scan,513.0
1737,1930,R K Swamy Limited,RKSWAMY,,RKSWAMY.NS,https://www.screener.in/company/RKSWAMY/consolidated/,2026-07-16,Saved Screener.in FII scan,513.0
1738,1706,Nahar Industrial Enterprises Limited,NAHARINDUS,,NAHARINDUS.NS,https://www.screener.in/company/NAHARINDUS/consolidated/,2026-07-16,Saved Screener.in FII scan,511.0
1739,2200,Tera Software Limited,TERASOFT,,TERASOFT.NS,https://www.screener.in/company/TERASOFT/consolidated/,2026-07-16,Saved Screener.in FII scan,511.0
1740,1634,Mazda Limited,MAZDA,,MAZDA.NS,https://www.screener.in/company/MAZDA/consolidated/,2026-09-23,Yahoo Finance,510.34
1741,2752,Chavda Infra Limited,CHAVDA,,CHAVDA.NS,https://www.screener.in/company/CHAVDA/consolidated/,2026-09-23,Yahoo Finance,509.11
1742,1172,Elin Electronics Limited,ELIN,,ELIN.NS,https://www.screener.in/company/ELIN/consolidated/,2026-07-16,Saved Screener.in FII scan,508.0
1743,1824,Peninsula Land Limited,PENINLAND,,PENINLAND.NS,https://www.screener.in/company/PENINLAND/consolidated/,2026-07-16,Saved Screener.in FII scan,508.0
1744,1183,Entertainment Network (India) Limited,ENIL,,ENIL.NS,https://www.screener.in/company/ENIL/consolidated/,2026-07-16,Saved Screener.in FII scan,507.0
1745,2613,Effwa Infra & Research Limited,EFFWA,,EFFWA.NS,https://www.screener.in/company/EFFWA/consolidated/,2026-09-23,Yahoo Finance,506.92
1746,1259,GFL Limited,GFLLIMITED,,GFLLIMITED.NS,https://www.screener.in/company/GFLLIMITED/consolidated/,2026-07-16,Saved Screener.in FII scan,505.0
1747,2356,W S Industries (I) Limited,WSI,,WSI.NS,https://www.screener.in/company/WSI/consolidated/,2026-07-16,Saved Screener.in FII scan,504.0
1748,837,Albert David Limited,ALBERTDAVD,,ALBERTDAVD.NS,https://www.screener.in/company/ALBERTDAVD/consolidated/,2026-09-23,Yahoo Finance,501.4
1749,2628,GP Eco Solutions India Limited,GPECO,,GPECO.NS,https://www.screener.in/company/GPECO/consolidated/,2026-07-16,Saved Screener.in FII scan,499.0
1750,1960,Rushil Decor Limited,RUSHIL,,RUSHIL.NS,https://www.screener.in/company/RUSHIL/consolidated/,2026-07-16,Saved Screener.in FII scan,499.0
1751,2706,S J Logistics (India) Limited,SJLOGISTIC,,SJLOGISTIC.NS,https://www.screener.in/company/SJLOGISTIC/consolidated/,2026-07-16,Saved Screener.in FII scan,499.0
1752,1099,DCM Shriram Industries Limited,DCMSRIND,,DCMSRIND.NS,https://www.screener.in/company/DCMSRIND/consolidated/,2026-07-16,Saved Screener.in FII scan,495.0
1753,806,Advani Hotels & Resorts (India) Limited,ADVANIHOTR,,ADVANIHOTR.NS,https://www.screener.in/company/ADVANIHOTR/consolidated/,2026-07-16,Saved Screener.in FII scan,493.0
1754,1806,Pansari Developers Limited,PANSARI,,PANSARI.NS,https://www.screener.in/company/PANSARI/consolidated/,2026-07-16,Saved Screener.in FII scan,492.0
1755,790,A B Cotspin India Limited,ABCOTS,,ABCOTS.NS,https://www.screener.in/company/ABCOTS/consolidated/,2026-07-16,Saved Screener.in FII scan,490.0
1756,1076,CSL Finance Limited,CSLFINANCE,,CSLFINANCE.NS,https://www.screener.in/company/CSLFINANCE/consolidated/,2026-09-23,Yahoo Finance,487.87
1757,1835,Plastiblends India Limited,PLASTIBLEN,,PLASTIBLEN.NS,https://www.screener.in/company/PLASTIBLEN/consolidated/,2026-09-23,Yahoo Finance,487.3
1758,1503,Khaitan Chemicals & Fertilizers Limited,KHAICHEM,,KHAICHEM.NS,https://www.screener.in/company/KHAICHEM/consolidated/,2026-09-23,Yahoo Finance,486.21
1759,1660,Mirza International Limited,MIRZAINT,,MIRZAINT.NS,https://www.screener.in/company/MIRZAINT/consolidated/,2026-07-16,Saved Screener.in FII scan,483.0
1760,1190,Essar Shipping Limited,ESSARSHPNG,,ESSARSHPNG.NS,https://www.screener.in/company/ESSARSHPNG/consolidated/,2026-07-16,Saved Screener.in FII scan,480.0
1761,2743,Saakshi Medtech and Panels Limited,SAAKSHI,,SAAKSHI.NS,https://www.screener.in/company/SAAKSHI/consolidated/,2026-09-23,Yahoo Finance,479.45
1762,1784,Orient Bell Limited,ORIENTBELL,,ORIENTBELL.NS,https://www.screener.in/company/ORIENTBELL/consolidated/,2026-07-16,Saved Screener.in FII scan,479.0
1763,1897,Shree Rama Newsprint Limited,RAMANEWS,,RAMANEWS.NS,https://www.screener.in/company/RAMANEWS/consolidated/,2026-09-23,Yahoo Finance,478.73
1764,1068,Cords Cable Industries Limited,CORDSCABLE,,CORDSCABLE.NS,https://www.screener.in/company/CORDSCABLE/consolidated/,2026-09-23,Yahoo Finance,477.88
1765,1124,DIC India Limited,DICIND,,DICIND.NS,https://www.screener.in/company/DICIND/consolidated/,2026-07-16,Saved Screener.in FII scan,474.0
1766,2403,E To E Transportation Infrastructure Limited,E2ERAIL,,E2ERAIL.NS,https://www.screener.in/company/E2ERAIL/consolidated/,2026-07-16,Saved Screener.in FII scan,474.0
1767,1785,ORIENT CERATECH LIMITED,ORIENTCER,,ORIENTCER.NS,https://www.screener.in/company/ORIENTCER/consolidated/,2026-07-16,Saved Screener.in FII scan,474.0
1768,1486,Kanpur Plastipack Limited,KANPRPLA,,KANPRPLA.NS,https://www.screener.in/company/KANPRPLA/consolidated/,2026-07-16,Saved Screener.in FII scan,471.0
1769,1317,Gujarat Apollo Industries Limited,GUJAPOLLO,,GUJAPOLLO.NS,https://www.screener.in/company/GUJAPOLLO/consolidated/,2026-07-16,Saved Screener.in FII scan,467.0
1770,1619,Mangalam Organics Limited,MANORG,,MANORG.NS,https://www.screener.in/company/MANORG/consolidated/,2026-07-16,Saved Screener.in FII scan,465.0
1771,1996,Sarveshwar Foods Limited,SARVESHWAR,,SARVESHWAR.NS,https://www.screener.in/company/SARVESHWAR/consolidated/,2026-07-16,Saved Screener.in FII scan,465.0
1772,1127,DiGiSPICE Technologies Limited,DIGISPICE,,DIGISPICE.NS,https://www.screener.in/company/DIGISPICE/consolidated/,2026-07-16,Saved Screener.in FII scan,464.0
1773,1528,Kotyark Industries Limited,KOTYARK,,KOTYARK.NS,https://www.screener.in/company/KOTYARK/consolidated/,2026-07-16,Saved Screener.in FII scan,464.0
1774,1769,Omax Autos Limited,OMAXAUTO,,OMAXAUTO.NS,https://www.screener.in/company/OMAXAUTO/consolidated/,2026-07-16,Saved Screener.in FII scan,464.0
1775,1610,Manaksia Steels Limited,MANAKSTEEL,,MANAKSTEEL.NS,https://www.screener.in/company/MANAKSTEEL/consolidated/,2026-07-16,Saved Screener.in FII scan,463.0
1776,2480,Patil Automation Limited,PATILAUTOM,,PATILAUTOM.NS,https://www.screener.in/company/PATILAUTOM/consolidated/,2026-07-16,Saved Screener.in FII scan,463.0
1777,2254,The Ugar Sugar Works Limited,UGARSUGAR,,UGARSUGAR.NS,https://www.screener.in/company/UGARSUGAR/consolidated/,2026-07-16,Saved Screener.in FII scan,461.0
1778,1141,Donear Industries Limited,DONEAR,,DONEAR.NS,https://www.screener.in/company/DONEAR/consolidated/,2026-07-16,Saved Screener.in FII scan,460.0
