S.No.,Name,Ticker,Industry
1022,The Byke Hospitality Ltd,BYKE,
1023,California Software Company Limited,CALSOFT,
1024,Camlin Fine Sciences Limited,CAMLINFINE,
1025,Cantabil Retail India Limited,CANTABIL,
1026,Capacit'e Infraprojects Limited,CAPACITE,
1027,Capital Small Finance Bank Limited,CAPITALSFB,
1028,Capital Trust Limited,CAPTRUST,
1029,CARE Ratings Limited,CARERATING,
1030,Carraro India Limited,CARRARO,
1031,CARYSIL LIMITED,CARYSIL,
1032,Consolidated Construction Consortium Limited,CCCL,
1033,Country Club Hospitality & Holidays Limited,CCHHL,
1034,Ceigall India Limited,CEIGALL,
1035,Ceinsys Tech Limited,CEINSYS,
1036,Celebrity Fashions Limited,CELEBRITY,
1037,Century Enka Limited,CENTENKA,
1038,Century Extrusions Limited,CENTEXT,
1039,Centrum Capital Limited,CENTRUM,
1040,Centum Electronics Limited,CENTUM,
1041,Cerebra Integrated Technologies Limited,CEREBRAINT,
1042,Concord Enviro Systems Limited,CEWATER,
1043,Chembond Material Technologies Limited,CHEMBOND,
1044,Chembond Chemicals Limited,CHEMBONDCH,
1045,Chemcon Speciality Chemicals Limited,CHEMCON,
1046,Chemfab Alkalis Limited,CHEMFAB,
1047,Chemplast Sanmar Limited,CHEMPLASTS,
1048,Cheviot Company Limited,CHEVIOT,
1049,Capital India Finance Limited,CIFL,
1050,Cineline India Limited,CINELINE,
1051,Cinevista Limited,CINEVISTA,
1052,Clean Max Enviro Energy Solutions Limited,CLEANMAX,
1053,CL Educate Limited,CLEDUCATE,
1054,Chaman Lal Setia Exports Limited,CLSEL,
1055,Central Mine Planning & Design Institute Limited,CMPDI,
1056,Creative Newtech Limited,CNL,
1057,Coastal Corporation Limited,COASTCORP,
1058,John Cockerill India Limited,COCKERILL,
1059,Coffee Day Enterprises Limited,COFFEEDAY,
1060,Comfort Intech Limited,COMFINTE,
1061,Compuage Infocom Limited,COMPINFO,
1062,Compucom Software Limited,COMPUSOFT,
1063,Commercial Syn Bags Limited,COMSYN,
1064,Confidence Petroleum India Limited,CONFIPET,
1065,Consolidated Finvest & Holdings Limited,CONSOFINVT,
1066,Control Print Limited,CONTROLPR,
1067,Coral India Finance & Housing Limited,CORALFINAC,
1068,Cords Cable Industries Limited,CORDSCABLE,
1069,COSMO FIRST LIMITED,COSMOFIRST,
1070,Country Condo's Limited,COUNCODOS,
1071,CP Capital Limited,CPCAP,
1072,Career Point Edutech Limited,CPEDU,
1073,Creative Eye Limited,CREATIVEYE,
1074,Crest Ventures Limited,CREST,
1075,Crown Lifters Limited,CROWN,
1076,CSL Finance Limited,CSLFINANCE,
1077,Cambridge Technology Enterprises Limited,CTE,
1078,Cubex Tubings Limited,CUBEXTUB,
1079,Cura Technologies Limited,CURAA,
1080,Cyber Media (India) Limited,CYBERMEDIA,
1081,Cybertech Systems And Software Limited,CYBERTECH,
1082,Cyient DLM Limited,CYIENTDLM,
1083,Dai-Ichi Karkaria Limited,DAICHI,
1084,Dalmia Bharat Sugar and Industries Limited,DALMIASUG,
1085,Dam Capital Advisors Limited,DAMCAPITAL,
1086,Damodar Industries Limited,DAMODARIND,
1087,Dangee Dums Limited,DANGEE,
1088,Davangere Sugar Company Limited,DAVANGERE,
1089,D.B.Corp Limited,DBCORP,
1090,Deepak Builders & Engineers India Limited,DBEIL,
1091,Dhampur Bio Organics Limited,DBOL,
1092,DB (International) Stock Brokers Limited,DBSTOCKBRO,
1093,Dishman Carbogen Amcis Limited,DCAL,
1094,Dc Infotech And Communication Limited,DCI,
1095,DCM Limited,DCM,
1096,DCM Financial Services Limited,DCMFINSERV,
1097,DCM Nouvelle Limited,DCMNVL,
1098,DCM Shriram International Limited,DCMSIL,
1099,DCM Shriram Industries Limited,DCMSRIND,
1100,DCW Limited,DCW,
1101,DCX Systems Limited,DCXINDIA,
1102,Ddev Plastiks Industries Limited,DDEVPLSTIK,
1103,Deccan Cements Limited,DECCANCE,
1104,Deccan Gold Mines Limited,DECNGOLD,
1105,DEE Development Engineers Limited,DEEDEV,
1106,Deep Industries Limited,DEEPINDS,
1107,DELPHI WORLD MONEY LIMITED,DELPHIFX,
1108,Delta Corp Limited,DELTACORP,
1109,Delta Manufacturing Limited,DELTAMAGNT,
1110,Den Networks Limited,DEN,
1111,De Nora India Limited,DENORA,
1112,Denta Water and Infra Solutions Limited,DENTA,
1113,Dev Information Technology Limited,DEVIT,
1114,Dev Accelerator Limited,DEVX,
1115,Digicontent Limited,DGCONTENT,
1116,Dhampur Sugar Mills Limited,DHAMPURSUG,
1117,Dhanlaxmi Bank Limited,DHANBANK,
1118,Dhanuka Agritech Limited,DHANUKA,
1119,Dharmaj Crop Guard Limited,DHARMAJ,
1120,Dhruv Consultancy Services Limited,DHRUV,
1121,Dhunseri Investments Limited,DHUNINV,
1122,Diamines & Chemicals Limited,DIAMINESQ,
1123,Prataap Snacks Limited,DIAMONDYD,
1124,DIC India Limited,DICIND,
1125,Diffusion Engineers Limited,DIFFNKG,
1126,Digidrive Distributors Limited,DIGIDRIVE,
1127,DiGiSPICE Technologies Limited,DIGISPICE,
1128,Digitide Solutions Limited,DIGITIDE,
1129,Digjam Limited,DIGJAMLMTD,
1130,Disa India Limited,DISAQ,
1131,Dish TV India Limited,DISHTV,
1132,Divgi Torqtransfer Systems Limited,DIVGIITTS,
1133,DJ Mediaprint & Logistics Limited,DJML,
1134,D-Link (India) Limited,DLINKINDIA,
1135,DMCC SPECIALITY CHEMICALS LIMITED,DMCC,
1136,Diligent Media Corporation Limited,DNAMEDIA,
1137,Dodla Dairy Limited,DODLA,
1138,Dolat Algotech Limited,DOLATALGO,
1139,Dollar Industries Limited,DOLLAR,
1140,Dolphin Offshore Enterprises (India) Limited,DOLPHIN,
1141,Donear Industries Limited,DONEAR,
1142,D. P. Abhushan Limited,DPABHUSHAN,
1143,DPSC Limited,DPSCLTD,
1144,D P Wires Limited,DPWIRES,
1145,Dr Agarwals Eye Hospital Limited,DRAGARWQ,
1146,DRC Systems India Limited,DRCSYSTEMS,
1147,Dreamfolks Services Limited,DREAMFOLKS,
1148,Dredging Corporation of India Limited,DREDGECORP,
1149,DCM Shriram Fine Chemicals Limited,DSFCL,
1150,Dynacons Systems & Solutions Limited,DSSL,
1151,Dhunseri Tea & Industries Limited,DTIL,
1152,Ducon Infratechnologies Limited,DUCON,
1153,Dhunseri Ventures Limited,DVL,
1154,Dwarikesh Sugar Industries Limited,DWARKESH,
1155,Dynamic Cables Limited,DYCL,
1156,Dynemic Products Limited,DYNPRO,
1157,E2E Networks Limited,E2E,
1158,Easy Trip Planners Limited,EASEMYTRIP,
1159,Eastern Silk Industries Limited,EASTSILK,
1160,GNG Electronics Limited,EBGNG,
1161,Ecos (India) Mobility & Hospitality Limited,ECOSMOBLTY,
1162,EFC (I) Limited,EFCIL,
1163,Euro India Fresh Foods Limited,EIFFL,
1164,EIH Associated Hotels Limited,EIHAHOTELS,
1165,Eimco Elecon (India) Limited,EIMCOELECO,
1166,Everest Kanto Cylinder Limited,EKC,
1167,Elantas Beck India Limited,ELANTAS,
1168,EL CID Investments Limited,ELCIDIN,
1169,Eldeco Housing And Industries Limited,ELDEHSG,
1170,Electrotherm (India) Limited,ELECTHERM,
1171,Elgi Rubber Company Limited,ELGIRUBCO,
1172,Elin Electronics Limited,ELIN,
1173,Elitecon International Limited,ELITECON,
1174,Elpro International Limited,ELPROINTL,
1175,Emami Paper Mills Limited,EMAMIPAP,
1176,Emami Realty Limited,EMAMIREAL,
1177,Emkay Global Financial Services Limited,EMKAY,
1178,Emmbi Industries Limited,EMMBI,
1179,Empower India Limited,EMPOWER,
1180,EMS Limited,EMSLIMITED,
1181,eMudhra Limited,EMUDHRA,
1182,Energy Development Company Limited,ENERGYDEV,
1183,Entertainment Network (India) Limited,ENIL,
1184,EPACK Durable Limited,EPACK,
1185,EPack Prefab Technologies Limited,EPACKPEB,
1186,Epigral Limited,EPIGRAL,
1187,Equippp Social Impact Technologies Limited,EQUIPPP,
1188,Esab India Limited,ESABINDIA,
1189,ESAF Small Finance Bank Limited,ESAFSFB,
1190,Essar Shipping Limited,ESSARSHPNG,
1191,Integra Essentia Limited-RE,ESSEN-RE3,
1192,Integra Essentia Limited,ESSENTIA,
1193,Ester Industries Limited,ESTER,
1194,Euro Panel Products Limited,EUROBOND,
1195,Euro Pratik Sales Limited,EUROPRATIK,
1196,Eurotex Industries and Exports Limited,EUROTEXIND,
1197,Eveready Industries India Limited,EVEREADY,
1198,Everest Industries Limited,EVERESTIND,
1199,Excel Industries Limited,EXCELINDUS,
1200,Excelsoft Technologies Limited,EXCELSOFT,
1201,Exicom Tele-Systems Limited,EXICOM,
1202,Expleo Solutions Limited,EXPLEOSOL,
1203,Exxaro Tiles Limited,EXXARO,
1204,Fabtech Technologies Limited,FABTECH,
1205,Fairchem Organics Limited,FAIRCHEMOR,
1206,Faze Three Limited,FAZE3Q,
1207,Fineotex Chemical Limited,FCL,
1208,FCS Software Solutions Limited,FCSSOFT,
1209,FDC Limited,FDC,
1210,Fedders Holding Limited,FEDDERSHOL,
1211,Future Enterprises Limited,FEL,
1212,Future Enterprises Limited,FELDVR,
1213,Fermenta Biotech Limited,FERMENTA,
1214,Fiberweb (India) Limited,FIBERWEB,
1215,Filatex India Limited,FILATEX,
1216,Filatex Fashions Limited,FILATFASH,
1217,Fine Organic Industries Limited,FINEORG,
1218,Finkurve Financial Services Limited,FINKURVE,
1219,Fino Payments Bank Limited,FINOPB,
1220,Fischer Medical Ventures Limited,FISCHER,
1221,Flair Writing Industries Limited,FLAIR,
1222,Flexituff Ventures International Limited,FLEXITUFF,
1223,Future Lifestyle Fashions Limited,FLFL,
1224,Federal-Mogul Goetze (India) Limited.,FMGOETZE,
1225,Future Market Networks Limited,FMNL,
1226,Focus Lighting and Fixtures Limited,FOCUS,
1227,Foods & Inns Limited,FOODSIN,
1228,Foseco India Limited,FOSECOIND,
1229,Fractal Analytics Limited,FRACTAL,
1230,Frontier Springs Limited,FRONTSP,
1231,Fusion Finance Limited,FUSION,
1232,Gala Precision Engineering Limited,GALAPREC,
1233,Galaxy Surfactants Limited,GALAXYSURF,
1234,Gandhar Oil Refinery (India) Limited,GANDHAR,
1235,Gandhi Special Tubes Limited,GANDHITUBE,
1236,Ganesha Ecosphere Limited,GANECOS,
1237,Ganesh Benzoplast Limited,GANESHBE,
1238,Ganesh Consumer Products Limited,GANESHCP,
1239,GANESH HOUSING LIMITED,GANESHHOU,
1240,Ganga Forging Limited,GANGAFORGE,
1241,Ganges Securities Limited,GANGESSECU,
1242,Garware Technical Fibres Limited,GARFIBRES,
1243,Garuda Construction and Engineering Limited,GARUDA,
1244,GACM Technologies Limited,GATECH,
1245,GACM Technologies Limited,GATECHDVR,
1246,Gateway Distriparks Limited,GATEWAY,
1247,Gaudium IVF and Women Health Limited,GAUDIUMIVF,
1248,Gayatri Highways Limited,GAYAHWS,
1249,Gayatri Projects Limited,GAYAPROJ,
1250,Gretex Corporate Services Limited,GCSL,
1251,GeeCee Ventures Limited,GEECEE,
1252,Geekay Wires Limited,GEEKAYWIRE,
1253,Gem Aromatics Limited,GEMAROMA,
1254,Generic Engineering Construction and Projects Limited,GENCON,
1255,Genesys International Corporation Limited,GENESYS,
1256,Genus Paper & Boards Limited,GENUSPAPER,
1257,Genus Power Infrastructures Limited,GENUSPOWER,
1258,Geojit Financial Services Limited,GEOJITFSL,
1259,GFL Limited,GFLLIMITED,
1260,GHCL Textiles Limited,GHCLTEXTIL,
1261,GIC Housing Finance Limited,GICHSGFIN,
1262,Globe International Carriers Limited,GICL,
1263,Gillanders Arbuthnot & Company Limited,GILLANDERS,
1264,Ginni Filaments Limited,GINNIFILA,
1265,Gujarat Industries Power Company Limited,GIPCL,
1266,GK Energy Limited,GKENERGY,
1267,Gujarat Kidney And Super Speciality Limited,GKSL,
1268,GKW Limited,GKWLIMITED,
1269,Gujarat Lease Financing Limited,GLFL,
1270,Global Education Limited,GLOBAL,
1271,Globale Tessile Limited,GLOBALE,
1272,Global Vectra Helicorp Limited,GLOBALVECT,
1273,GLOBE ENTERPRISES (INDIA) LIMITED,GLOBE,
1274,Globe Civil Projects Limited,GLOBECIVIL,
1275,Globus Spirits Limited,GLOBUSSPR,
1276,Gloster Limited,GLOSTERLTD,
1277,Glottis Limited,GLOTTIS,
1278,GM Breweries Limited,GMBREW,
1279,GNA Axles Limited,GNA,
1280,Gujarat Natural Resources Limited,GNRL,
1281,Goa Carbon Limited,GOACARBON,
1282,GOCL Corporation Limited,GOCLCORP,
1283,Go Fashion (India) Limited,GOCOLORS,
1284,Godavari Biorefineries Limited,GODAVARIB,
1285,Gokul Refoils and Solvent Limited,GOKUL,
1286,Golden Tobacco Limited,GOLDENTOBC,
1287,Goldiam International Limited,GOLDIAM,
1288,AION-TECH SOLUTIONS LIMITED,GOLDTECH,
1289,Goodluck India Limited,GOODLUCK,
1290,Goodyear India Limited,GOODYEAR,
1291,Gopal Snacks Limited,GOPAL,
1292,Goyal Aluminiums Limited,GOYALALUM,
1293,GPT Healthcare Limited,GPTHEALTH,
1294,GPT Infraprojects Limited,GPTINFRA,
1295,Gradiente Infotainment Limited,GRADIENTE,
1296,Grand Oak Canyons Distillery Limited,GRANDOAK,
1297,Grauer & Weil India Limited,GRAUWEIL,
1298,Graviss Hospitality Limited,GRAVISSHO,
1299,Greenlam Industries Limited,GREENLAM,
1300,Greenpanel Industries Limited,GREENPANEL,
1301,Greenply Industries Limited,GREENPLY,
1302,Orient Green Power Company Limited,GREENPOWER,
1303,Grindwell Norton Limited,GRINDWELL,
1304,G R Infraprojects Limited,GRINFRA,
1305,GRM Overseas Limited,GRMOVER,
1306,The Grob Tea Company Limited,GROBTEA,
1307,GRP Limited,GRPLTD,
1308,Global Surfaces Limited,GSLSU,
1309,GSP Crop Science Limited,GSPCROP,
1310,GSS Infotech Limited,GSS,
1311,G-TEC JAINX EDUCATION LIMITED,GTECJAINX,
1312,GTL Limited,GTL,
1313,GTL Infrastructure Limited,GTLINFRA,
1314,GTPL Hathway Limited,GTPL,
1315,Gufic Biosciences Limited,GUFICBIO,
1316,Gujarat Alkalies and Chemicals Limited,GUJALKALI,
1317,Gujarat Apollo Industries Limited,GUJAPOLLO,
1318,Gujarat Raffia Industries Limited,GUJRAFFIA,
1319,Gujarat Themis Biosyn Limited,GUJTHEM,
1320,Gulf Oil Lubricants India Limited,GULFOILLUB,
1321,GP Petroleums Limited,GULFPETRO,
1322,Gulshan Polyols Limited,GULPOLY,
1323,GVK Power & Infrastructure Limited,GVKPIL,
1324,GE Power India Limited,GVPIL,
1325,GVP Infotech Limited,GVPTECH,
1326,Halder Venture Limited,HALDER,
1327,Haldyn Glass Limited,HALDYNGL,
1328,HALEOS LABS LIMITED,HALEOSLABS,
1329,Happy Forgings Limited,HAPPYFORGE,
1330,Hardwyn India Limited,HARDWYN,
1331,Hariom Pipe Industries Limited,HARIOMPIPE,
1332,Harrisons Malayalam Limited,HARRMALAYA,
1333,Harsha Engineers International Limited,HARSHA,
1334,Hathway Cable & Datacom Limited,HATHWAY,
1335,Sri Havisha Hospitality and Infrastructure Limited,HAVISHA,
1336,Hawkins Cookers Limited,HAWKINCOOK,
1337,HB Estate Developers Limited,HBESD,
1338,HB Stockholdings Limited,HBSL,
1339,HCL Infosystems Limited,HCL-INSYS,
1340,Housing Development and Infrastructure Limited,HDIL,
1341,Heads UP Ventures Limited,HEADSUP,
1342,Health X Platform Limited,HEALTHX,
1343,HEC Infra Projects Limited,HECPROJECT,
1344,HeidelbergCement India Limited,HEIDELBERG,
1345,Heranba Industries Limited,HERANBA,
1346,Hester Biosciences Limited,HESTERBIO,
1347,Hexa Tradex Limited,HEXATRADEX,
1348,HandsOn Global Management (HGM) Limited,HGM,
1349,Hinduja Global Solutions Limited,HGS,
1350,Hikal Limited,HIKAL,
1351,Highway Infrastructure Limited,HILINFRA,
1352,Hilton Metal Forging Limited,HILTON,
1353,Himatsingka Seide Limited,HIMATSEIDE,
1354,Hindustan Composites Limited,HINDCOMPOS,
1355,Hindcon Chemicals Limited,HINDCON,
1356,Hindustan Oil Exploration Company Limited,HINDOILEXP,
1357,Hindware Home Innovation Limited,HINDWAREAP,
1358,Hind Rectifiers Limited,HIRECT,
1359,Hisar Metal Industries Limited,HISARMETAL,
1360,Hi-Tech Pipes Limited,HITECH,
1361,Hitech Corporation Limited,HITECHCORP,
1362,The Hi-Tech Gears Limited,HITECHGEAR,
1363,HLE Glascoat Limited,HLEGLAS,
1364,HLV LIMITED,HLVLTD,
1365,HMA Agro Industries Limited,HMAAGRO,
1366,HMT Limited,HMT,
1367,Hindustan Media Ventures Limited,HMVL,
1368,Hindustan Foods Limited,HNDFDS,
1369,Honda India Power Products Limited,HONDAPOWER,
1370,HP Adhesives Limited,HPAL,
1371,Hindprakash Industries Limited,HPIL,
1372,HPL Electric & Power Limited,HPL,
1373,HT Media Limited,HTMEDIA,
1374,Hubtown Limited,HUBTOWN,
1375,Huhtamaki India Limited,HUHTAMAKI,
1376,Hybrid Financial Services Limited,HYBRIDFIN,
1377,Indiabulls Limited,IBULLSLTD,
1378,ICDS Limited,ICDSLTD,
1379,Ice Make Refrigeration Limited,ICEMAKE,
1380,ICRA Limited,ICRA,
1381,Ideaforge Technology Limited,IDEAFORGE,
1382,IFB Agro Industries Limited,IFBAGRO,
1383,IFGL Refractories Limited,IFGLEXPOR,
1384,Igarashi Motors India Limited,IGARASHI,
1385,Indogulf Cropsciences Limited,IGCL,
1386,IG Petrochemicals Limited,IGPL,
1387,Industrial Investment Trust Limited,IITL,
1388,IKIO Technologies Limited,IKIO,
1389,IL&FS Engineering and Construction Company Limited,IL&FSENGG,
1390,IL&FS Transportation Networks Limited,IL&FSTRANS,
1391,Imagicaaworld Entertainment Limited,IMAGICAA,
1392,India Motor Parts and Accessories Limited,IMPAL,
1393,Impex Ferro Tech Limited,IMPEXFERRO,
1394,Insolation Energy Limited,INA,
1395,INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,
1396,Indbank Merchant Banking Services Limited,INDBANK,
1397,Indian Card Clothing Company Limited,INDIANCARD,
1398,Indian Hume Pipe Company Limited,INDIANHUME,
1399,Indiqube Spaces Limited,INDIQUBE,
1400,India Nippon Electricals Limited,INDNIPPON,
1401,Indo Amines Limited,INDOAMIN,
1402,Indo Borax & Chemicals Limited,INDOBORAX,
1403,Indoco Remedies Limited,INDOCO,
1404,Indo Farm Equipment Limited,INDOFARM,
1405,Indo Rama Synthetics (India) Limited,INDORAMA,
1406,IndoStar Capital Finance Limited,INDOSTAR,
1407,Indo Tech Transformers Limited,INDOTECH,
1408,Indo Thai Securities Limited,INDOTHAI,
1409,Indo Us Biotech Limited,INDOUS,
1410,Indowind Energy Limited,INDOWIND,
1411,Industrial & Prudential Investment Company Limited,INDPRUD,
1412,Indraprastha Medical Corporation Limited,INDRAMEDCO,
1413,Ind-Swift Laboratories Limited,INDSWFTLAB,
1414,Indian Terrain Fashions Limited,INDTERRAIN,
1415,InfoBeans Technologies Limited,INFOBEAN,
1416,Infomedia Press Limited,INFOMEDIA,
1417,Ingersoll Rand (India) Limited,INGERRAND,
1418,Innova Captab Limited,INNOVACAP,
1419,Innovana Thinklabs Limited,INNOVANA,
1420,Innovision Limited,INNOVISION,
1421,Insecticides (India) Limited,INSECTICID,
1422,Inspirisys Solutions Limited,INSPIRISYS,
1423,Intense Technologies Limited,INTENTECH,
1424,Interarch Building Solutions Limited,INTERARCH,
1425,International Conveyors Limited,INTLCONV,
1426,Inventure Growth & Securities Limited,INVENTURE,
1427,Investment & Precision Castings Limited,INVPRECQ,
1428,IOL Chemicals and Pharmaceuticals Limited,IOLCP,
1429,India Pesticides Limited,IPL,
1430,IRIS RegTech Solutions Limited,IRIS,
1431,Iris Clothings Limited,IRISDOREME,
1432,IRM Energy Limited,IRMENERGY,
1433,Intrasoft Technologies Limited,ISFT,
1434,Isgec Heavy Engineering Limited,ISGEC,
1435,Ishan Dyes and Chemicals Limited,ISHANCH,
1436,India Tourism Development Corporation Limited,ITDC,
1437,Ivalue Infosolutions Limited,IVALUE,
1438,IL&FS Investment Managers Limited,IVC,
1439,IVP Limited,IVP,
1440,The Indian Wood Products Company Limited,IWP,
1441,IZMO Limited,IZMO,
1442,Jagran Prakashan Limited,JAGRAN,
1443,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,
1444,Jai Corp Limited,JAICORPLTD,
1445,Nandani Creation Limited,JAIPURKURT,
1446,Jaro Institute of Technology Management and Research Limited,JARO,
1447,Jash Engineering Limited,JASH,
1448,Jayant Agro Organics Limited,JAYAGROGN,
1449,Jay Bharat Maruti Limited,JAYBARMARU,
1450,Jaykay Enterprises Limited,JAYKAY,
1451,Jayshree Tea & Industries Limited,JAYSREETEA,
1452,Jet Freight Logistics Limited,JETFREIGHT,
1453,J.G.Chemicals Limited,JGCHEM,
1454,JHS Svendgaard Laboratories Limited,JHS,
1455,Jindal Photo Limited,JINDALPHOT,
1456,Jindal Poly Films Limited,JINDALPOLY,
1457,Jindal Drilling And Industries Limited,JINDRILL,
1458,Jindal Worldwide Limited,JINDWORLD,
1459,Jain Irrigation Systems Limited,JISLDVREQS,
1460,Jain Irrigation Systems Limited,JISLJALEQS,
1461,JITF Infralogistics Limited,JITFINFRA,
1462,J.Kumar Infraprojects Limited,JKIL,
1463,Jinkushal Industries Limited,JKIPL,
1464,Jullundur Motor Agency (Delhi) Limited,JMA,
1465,JNK India Limited,JNKINDIA,
1466,Jocil Limited,JOCIL,
1467,Jindal Poly Investment and Finance Company Limited,JPOLYINVST,
1468,Jtekt India Limited,JTEKTINDIA,
1469,JTL INDUSTRIES LIMITED,JTLIND,
1470,Jubilant Agri and Consumer Products Limited,JUBLCPL,
1471,Juniper Hotels Limited,JUNIPER,
1472,Jyoti Structures Limited,JYOTISTRUC,
1473,Kabra Extrusion Technik Limited,KABRAEXTRU,
1474,Kakatiya Cement Sugar & Industries Limited,KAKATCEM,
1475,Sai Silks (Kalamandir) Limited,KALAMANDIR,
1476,Kalpataru Limited,KALPATARU,
1477,Kalyani Commercials Limited,KALYANI,
1478,Kalyani Forge Limited,KALYANIFRG,
1479,Kama Holdings Limited,KAMAHOLD,
1480,Kamat Hotels (I) Limited,KAMATHOTEL,
1481,Kamdhenu Limited,KAMDHENU,
1482,Kamdhenu Ventures Limited,KAMOPAINTS,
1483,Kanani Industries Limited,KANANIIND,
1484,Kanchi Karpooram Limited,KANCHI,
1485,Kanoria Chemicals & Industries Limited,KANORICHEM,
1486,Kanpur Plastipack Limited,KANPRPLA,
1487,Kapston Services Limited,KAPSTON,
1488,Karma Energy Limited,KARMAENG,
1489,Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA,
1490,Kavveri Defence & Wireless Technologies Limited,KAVDEFENCE,
1491,Kaya Limited,KAYA,
1492,KCP Limited,KCP,
1493,KCP Sugar and Industries Corporation Limited,KCPSUGIND,
1494,KDDL Limited,KDDL,
1495,Kirloskar Electric Company Limited,KECL,
1496,DSJ Keep Learning Limited,KEEPLEARN,
1497,Kellton Tech Solutions Limited,KELLTONTEC,
1498,Kennametal India Limited,KENNAMET,
1499,Kernex Microsystems (India) Limited,KERNEX,
1500,Kesoram Industries Limited,KESORAMIND,
1501,Keynote Financial Services Limited,KEYFINSERV,
1502,Khadim India Limited,KHADIM,
1503,Khaitan Chemicals & Fertilizers Limited,KHAICHEM,
1504,Khaitan (India) Limited,KHAITANLTD,
1505,Khandwala Securities Limited,KHANDSE,
1506,Kalyani Investment Company Limited,KICL,
1507,Kilitch Drugs (India) Limited,KILITCH,
1508,Kingfa Science & Technology (India) Limited,KINGFA,
1509,KIOCL Limited,KIOCL,
1510,Kiran Vyapar Limited,KIRANVYPAR,
1511,Kiri Industries Limited,KIRIINDUS,
1512,Kirloskar Ferrous Industries Limited,KIRLFER,
1513,Kirloskar Industries Limited,KIRLOSIND,
1514,OnEMI Technology Solutions Limited,KISSHT,
1515,Kewal Kiran Clothing Limited,KKCL,
1516,Kilburn Engineering Limited,KLBRENG-B,
1517,Knowledge Marine & Engineering Works Limited,KMEW,
1518,K.M.Sugar Mills Limited,KMSUGAR,
1519,KN Agri Resources Limited,KNAGRI,
1520,Kohinoor Foods Limited,KOHINOOR,
1521,Kokuyo Camlin Limited,KOKUYOCMLN,
1522,Kolte - Patil Developers Limited,KOLTEPATIL,
1523,Kopran Limited,KOPRAN,
1524,Kothari Sugars And Chemicals Limited,KOTARISUG,
1525,Kothari Petrochemicals Limited,KOTHARIPET,
1526,Kothari Products Limited,KOTHARIPRO,
1527,Kothari Industrial Corporation Limited,KOTIC,
1528,Kotyark Industries Limited,KOTYARK,
1529,Kovai Medical Center & Hospital Limited,KOVAI,
1530,K.P. Energy Limited,KPEL,
1531,Kwality Pharmaceuticals Limited,KPL,
1532,Krebs Biochemicals and Industries Limited,KREBSBIO,
1533,Kridhan Infra Limited,KRIDHANINF,
1534,Krishana Phoschem Limited,KRISHANA,
1535,Krishival Foods Limited,KRISHIVAL,
1536,Krishna Defence And Allied Industries Limited,KRISHNADEF,
1537,Kriti Industries (India) Limited,KRITI,
1538,Kritika Wires Limited,KRITIKA,
1539,Kriti Nutrients Limited,KRITINUT,
1540,Kronox Lab Sciences Limited,KRONOX,
1541,Kross Limited,KROSS,
1542,Krsnaa Diagnostics Limited,KRSNAA,
1543,Krystal Integrated Services Limited,KRYSTAL,
1544,KSH International Limited,KSHINTL,
1545,Kshitij Polyline Limited,KSHITIJPOL,
1546,Kalyani Steels Limited,KSL,
1547,Ksolves India Limited,KSOLVES,
1548,KSR Footwear Limited,KSR,
1549,Kuantum Papers Limited,KUANTUM,
1550,Kwality Wall's (India) Limited,KWIL,
1551,Lagnam Spintex Limited,LAGNAM,
1552,Lahoti Overseas Limited,LAHOTIOV,
1553,Lakshmi Precision Screws Limited,LAKPRE,
1554,Lorenzini Apparels Limited,LAL,
1555,Lambodhara Textiles Limited,LAMBODHARA,
1556,Lancor Holdings Limited,LANCORHOL,
1557,Landmark Cars Limited,LANDMARK,
1558,Landsmill Green Limited,LANDSMILL,
1559,La Opala RG Limited,LAOPALA,
1560,Lasa Supergenerics Limited,LASA,
1561,Latteys Industries Limited,LATTEYS,
1562,Laxmi Cotspin Limited,LAXMICOT,
1563,Laxmi Dental Limited,LAXMIDENTL,
1564,Laxmi India Finance Limited,LAXMIINDIA,
1565,LCC Infotech Limited,LCCINFOTEC,
1566,Le Merite Exports Limited,LEMERITE,
1567,Lexus Granito (India) Limited,LEXUS,
1568,Lakshmi Finance & Industrial Corporation Limited,LFIC,
1569,LG Balakrishnan & Bros Limited,LGBBROSLTD,
1570,Laxmi Goldorna House Limited,LGHL,
1571,Libas Consumer Products Limited,LIBAS,
1572,Liberty Shoes Limited,LIBERTSHOE,
1573,Likhitha Infrastructure Limited,LIKHITHA,
1574,Linc Limited,LINC,
1575,Lincoln Pharmaceuticals Limited,LINCOLN,
1576,LMW Limited,LMW,
1577,Lokesh Machines Limited,LOKESHMACH,
1578,Lords Chloro Alkali Limited,LORDSCHLO,
1579,Lotus Eye Hospital and Institute Limited,LOTUSEYE,
1580,Lovable Lingerie Limited,LOVABLE,
1581,Loyal Textile Mills Limited,LOYALTEX,
1582,Landmark Property Development Company Limited,LPDC,
1583,Lumax Industries Limited,LUMAXIND,
1584,Lux Industries Limited,LUXIND,
1585,Lyka Labs Limited,LYKALABS,
1586,Lypsa Gems & Jewellery Limited,LYPSAGEMS,
1587,Maan Aluminium Limited,MAANALU,
1588,Macpower CNC Machines Limited,MACPOWER,
1589,Madhav Marbles and Granites Limited,MADHAV,
1590,Madhav Infra Projects Limited,MADHAVIPL,
1591,Madhucon Projects Limited,MADHUCON,
